Episode,Episode-Reward,Total-Reward,ActionAVG,Q-Value,LinesCleared
1225,9.65,39045.4,2.91,30.41744,0
1226,16.8,39062.2,3.03,30.41787,0
1227,21.7,39083.9,2.74,30.44722,0
1228,11.85,39095.75,3.26,30.43496,0
1229,10.85,39106.6,2.7,30.45685,0
1230,15.75,39122.35,2.31,30.40528,0
1231,19.15,39141.5,2.02,30.42479,0
1232,19.0,39160.5,3.06,30.46246,0
1233,12.75,39173.25,2.14,30.46172,0
1234,20.4,39193.65,2.25,30.4929,0
1235,16.9,39210.55,2.01,30.47259,0
1236,23.8,39234.35,2.23,30.4221,0
1237,8.7,39243.05,3.26,30.41166,0
1238,9.7,39252.75,1.74,30.42734,0
1239,20.45,39273.2,2.84,30.4363,0
1240,18.6,39291.8,2.79,30.46022,0
1241,7.75,39299.55,2.81,30.45723,0
1242,11.75,39311.3,2.96,30.46585,0
1243,14.75,39326.05,2.38,30.46026,0
1244,17.85,39343.9,3.23,30.45186,0
1245,3.0,39346.9,2.8,30.45021,0
1246,15.55,39362.45,2.23,30.44098,0
1247,6.9,39369.35,2.23,30.43463,0
1248,8.8,39378.15,2.37,30.43195,0
1249,25.3,39403.45,2.51,30.44344,0
1250,14.75,39418.2,2.23,30.42509,0
1251,10.35,39428.55,3.12,30.41921,0
1252,25.8,39454.35,3.28,30.40439,0
1253,5.55,39459.9,1.92,30.40867,0
1254,22.45,39482.35,2.42,30.4252,0
1255,19.45,39501.8,2.42,30.41855,0
1256,3.15,39504.95,2.09,30.40876,0
1257,8.85,39513.8,2.61,30.41175,0
1258,13.8,39527.6,1.88,30.39577,0
1259,11.45,39539.05,3.59,30.39734,0
1260,15.1,39554.15,2.82,30.4021,0
1261,16.85,39571.0,2.15,30.41604,0
1262,13.7,39584.7,2.57,30.42499,0
1263,11.5,39596.2,3.34,30.40767,0
1264,20.25,39616.45,3.03,30.39765,0
1265,27.25,39643.7,3.34,30.37389,0
1266,10.15,39653.85,1.93,30.381,0
1267,29.05,39682.9,3.23,30.38092,0
1268,27.55,39710.45,2.39,30.35267,0
1269,38.95,39749.4,3.38,30.33392,0
1270,16.2,39765.6,2.35,30.3193,0
1271,6.3,39771.9,3.75,30.31773,0
1272,5.95,39777.85,2.51,30.30287,0
1273,6.45,39784.3,1.75,30.27961,0
1274,9.0,39793.3,2.98,30.2693,0
1275,7.4,39800.7,2.11,30.26085,0
1276,10.95,39811.65,2.78,30.25268,0
1277,11.85,39823.5,2.65,30.23914,0
1278,5.3,39828.8,2.02,30.23891,0
1279,19.2,39848.0,2.02,30.24416,0
1280,22.05,39870.05,2.43,30.25524,0
1281,9.05,39879.1,2.23,30.24775,0
1282,18.2,39897.3,2.56,30.24583,0
1283,14.85,39912.15,3.07,30.22846,0
1284,14.05,39926.2,2.46,30.22702,0
1285,11.4,39937.6,2.35,30.23732,0
1286,11.05,39948.65,2.28,30.22869,0
1287,3.7,39952.35,2.56,30.22261,0
1288,8.65,39961.0,2.33,30.22257,0
1289,11.2,39972.2,3.74,30.21492,0
1290,8.0,39980.2,2.64,30.21731,0
1291,18.8,39999.0,2.68,30.2264,0
1292,8.9,40007.9,3.95,30.2196,0
1293,2.65,40010.55,2.5,30.21555,0
1294,19.4,40029.95,3.86,30.22139,0
1295,17.55,40047.5,2.53,30.19966,0
1296,1.5,40049.0,2.46,30.20021,0
1297,19.75,40068.75,2.46,30.19443,0
1298,16.65,40085.4,2.91,30.17893,0
1299,17.3,40102.7,2.33,30.16552,0
1300,12.7,40115.4,2.2,30.15951,0
1301,27.6,40143.0,2.85,30.14588,0
1302,11.6,40154.6,2.02,30.13443,0
1303,8.2,40162.8,2.67,30.13675,0
1304,13.5,40176.3,2.71,30.14297,0
1305,19.45,40195.75,2.53,30.16076,0
1306,13.1,40208.85,3.47,30.14704,0
1307,15.2,40224.05,3.73,30.15664,0
1308,16.65,40240.7,2.61,30.13501,0
1309,20.05,40260.75,2.64,30.12922,0
1310,13.45,40274.2,3.95,30.12264,0
1311,8.9,40283.1,2.68,30.11141,0
1312,13.75,40296.85,3.23,30.11507,0
1313,24.7,40321.55,2.89,30.13584,0
1314,10.75,40332.3,2.43,30.12926,0
1315,10.15,40342.45,2.77,30.1285,0
1316,2.0,40344.45,2.61,30.12518,0
1317,30.35,40374.8,3.13,30.11729,0
1318,-0.9,40373.9,1.93,30.11832,0
1319,16.25,40390.15,3.18,30.10889,0
1320,20.2,40410.35,2.37,30.09854,0
1321,6.85,40417.2,3.0,30.09651,0
1322,9.65,40426.85,2.46,30.09124,0
1323,14.9,40441.75,3.34,30.08654,0
1324,18.1,40459.85,3.1,30.08785,0
1325,8.75,40468.6,1.23,30.09478,0
1326,13.9,40482.5,3.57,30.08834,0
1327,14.2,40496.7,2.61,30.08334,0
1328,15.55,40512.25,2.54,30.06345,0
1329,12.6,40524.85,3.41,30.06297,0
1330,9.75,40534.6,2.81,30.06337,0
1331,8.7,40543.3,2.71,30.0602,0
1332,16.15,40559.45,2.03,30.04971,0
1333,26.2,40585.65,2.83,30.05022,0
1334,16.3,40601.95,2.06,30.05429,0
1335,8.65,40610.6,3.86,30.04685,0
1336,14.15,40624.75,2.86,30.05112,0
1337,8.0,40632.75,3.56,30.05012,0
1338,25.6,40658.35,3.18,30.05183,0
1339,6.55,40664.9,3.06,30.06503,0
1340,32.15,40697.05,2.68,30.07309,0
1341,27.45,40724.5,4.25,30.0708,0
1342,15.7,40740.2,2.9,30.0811,0
1343,5.25,40745.45,2.27,30.08239,0
1344,13.35,40758.8,3.72,30.08255,0
1345,9.45,40768.25,2.73,30.08435,0
1346,15.0,40783.25,2.45,30.08205,0
1347,19.55,40802.8,2.03,30.07908,0
1348,10.4,40813.2,3.62,30.07095,0
1349,13.9,40827.1,3.13,30.06962,0
1350,12.1,40839.2,2.42,30.06326,0
1351,12.85,40852.05,2.68,30.0586,0
1352,11.2,40863.25,3.65,30.0591,0
1353,8.5,40871.75,2.22,30.06493,0
1354,20.8,40892.55,2.07,30.06499,0
1355,11.85,40904.4,3.18,30.06002,0
1356,11.3,40915.7,2.24,30.05026,0
1357,26.7,40942.4,2.98,30.03762,0
1358,14.7,40957.1,2.58,30.03804,0
1359,11.85,40968.95,3.42,30.04398,0
1360,19.3,40988.25,2.02,30.05456,0
1361,26.5,41014.75,2.54,30.05082,0
1362,16.75,41031.5,3.08,30.06844,0
1363,6.4,41037.9,4.03,30.06172,0
1364,13.55,41051.45,3.53,30.05898,0
1365,13.4,41064.85,3.24,30.05973,0
1366,14.45,41079.3,2.78,30.05171,0
1367,16.65,41095.95,3.21,30.04261,0
1368,6.9,41102.85,3.43,30.04295,0
1369,15.4,41118.25,2.56,30.04913,0
1370,11.75,41130.0,3.86,30.04791,0
1371,34.0,41164.0,3.07,30.04851,0
1372,15.95,41179.95,2.56,30.03578,0
1373,14.85,41194.8,2.96,30.02935,0
1374,24.6,41219.4,2.73,30.02707,0
1375,17.85,41237.25,2.6,30.0266,0
1376,4.4,41241.65,2.36,30.02784,0
1377,25.35,41267.0,2.83,30.02359,0
1378,4.7,41271.7,3.07,30.02139,0
1379,27.55,41299.25,2.03,30.02113,0
1380,15.25,41314.5,3.61,30.01583,0
1381,19.85,41334.35,2.06,30.00985,0
1382,13.15,41347.5,3.36,30.00979,0
1383,12.1,41359.6,3.47,30.0113,0
1384,14.0,41373.6,2.6,30.00597,0
1385,14.75,41388.35,2.2,30.00339,0
1386,17.95,41406.3,3.53,29.99712,0
1387,17.45,41423.75,2.71,29.98972,0
1388,7.05,41430.8,2.38,29.99102,0
1389,7.95,41438.75,2.86,30.0012,0
1390,20.7,41459.45,3.18,29.9982,0
1391,13.2,41472.65,3.31,29.98884,0
1392,6.9,41479.55,3.2,29.98103,0
1393,3.6,41483.15,1.9,29.98049,0
1394,11.45,41494.6,3.47,29.98005,0
1395,13.65,41508.25,3.01,29.97301,0
1396,8.55,41516.8,3.54,29.97103,0
1397,4.45,41521.25,3.21,29.97012,0
1398,8.9,41530.15,2.35,29.96422,0
1399,12.9,41543.05,2.72,29.96752,0
1400,13.1,41556.15,2.96,29.96215,0
1401,5.85,41562.0,2.35,29.96422,0
1402,17.15,41579.15,2.74,29.95411,0
1403,8.3,41587.45,2.84,29.95157,0
1404,18.95,41606.4,3.4,29.9434,0
1405,5.75,41612.15,2.39,29.94326,0
1406,11.6,41623.75,2.76,29.94395,0
1407,12.5,41636.25,2.28,29.94286,0
1408,15.2,41651.45,3.01,29.93892,0
1409,20.45,41671.9,3.04,29.93717,0
1410,9.4,41681.3,1.91,29.92979,0
1411,14.8,41696.1,3.91,29.92659,0
1412,9.0,41705.1,1.27,29.92958,0
1413,15.25,41720.35,2.46,29.92468,0
1414,18.75,41739.1,3.71,29.92118,0
1415,20.05,41759.15,2.55,29.92358,0
1416,13.7,41772.85,2.67,29.9253,0
1417,8.65,41781.5,2.85,29.91878,0
1418,5.65,41787.15,3.34,29.91907,0
1419,17.5,41804.65,3.35,29.9186,0
1420,12.65,41817.3,3.32,29.91906,0
1421,17.9,41835.2,2.1,29.91866,0
1422,16.65,41851.85,2.82,29.90989,0
1423,20.15,41872.0,3.56,29.91442,0
1424,14.4,41886.4,2.91,29.91571,0
1425,16.1,41902.5,2.69,29.91724,0
1426,29.4,41931.9,3.77,29.92244,0
1427,20.85,41952.75,3.59,29.91591,0
1428,5.3,41958.05,3.53,29.92023,0
1429,10.65,41968.7,3.46,29.91955,0
1430,18.95,41987.65,4.24,29.91677,0
1431,21.65,42009.3,3.22,29.91752,0
1432,16.0,42025.3,2.86,29.91634,0
1433,14.25,42039.55,2.69,29.90963,0
1434,15.35,42054.9,2.98,29.90594,0
1435,12.65,42067.55,3.2,29.90483,0
1436,8.55,42076.1,2.72,29.89849,0
1437,14.1,42090.2,3.63,29.89219,0
1438,14.2,42104.4,2.99,29.88667,0
1439,15.5,42119.9,2.56,29.88376,0
1440,15.35,42135.25,2.02,29.8873,0
1441,11.6,42146.85,2.33,29.88534,0
1442,7.75,42154.6,3.39,29.88089,0
1443,2.85,42157.45,2.4,29.87949,0
1444,11.25,42168.7,3.26,29.8822,0
1445,16.25,42184.95,3.24,29.88465,0
1446,15.1,42200.05,3.2,29.87889,0
1447,11.55,42211.6,3.5,29.87655,0
1448,14.0,42225.6,2.5,29.87513,0
1449,20.25,42245.85,3.13,29.87426,0
1450,3.9,42249.75,3.41,29.87328,0
1451,5.95,42255.7,3.54,29.8703,0
1452,22.75,42278.45,2.89,29.86084,0
1453,14.65,42293.1,1.85,29.85731,0
1454,12.4,42305.5,2.16,29.8587,0
1455,28.5,42334.0,2.7,29.85042,0
1456,8.2,42342.2,3.41,29.84865,0
1457,23.6,42365.8,3.23,29.83939,0
1458,14.15,42379.95,2.24,29.83944,0
1459,3.15,42383.1,3.85,29.83832,0
1460,20.7,42403.8,2.79,29.83193,0
1461,12.15,42415.95,3.63,29.83252,0
1462,21.35,42437.3,2.89,29.82644,0
1463,8.9,42446.2,2.29,29.82131,0
1464,12.4,42458.6,2.19,29.82158,0
1465,17.5,42476.1,2.93,29.8294,0
1466,17.1,42493.2,3.41,29.834,0
1467,12.25,42505.45,3.35,29.83227,0
1468,10.6,42516.05,2.85,29.82777,0
1469,12.45,42528.5,3.57,29.82552,0
1470,14.4,42542.9,3.2,29.82581,0
1471,8.65,42551.55,2.63,29.83211,0
1472,32.2,42583.75,2.42,29.84571,0
1473,12.2,42595.95,3.12,29.8507,0
1474,13.75,42609.7,3.46,29.84786,0
1475,2.25,42611.95,3.29,29.84517,0
1476,8.25,42620.2,3.4,29.8455,0
1477,13.45,42633.65,2.23,29.84509,0
1478,5.85,42639.5,3.5,29.84184,0
1479,17.8,42657.3,3.12,29.84136,0
1480,7.2,42664.5,2.38,29.84185,0
1481,11.05,42675.55,3.16,29.8466,0
1482,17.3,42692.85,2.55,29.84395,0
1483,13.55,42706.4,3.35,29.84174,0
1484,14.7,42721.1,3.88,29.84022,0
1485,7.6,42728.7,2.93,29.83716,0
1486,12.2,42740.9,3.26,29.84563,0
1487,19.3,42760.2,2.99,29.8391,0
1488,14.8,42775.0,3.26,29.83733,0
1489,14.25,42789.25,3.31,29.83107,0
1490,22.0,42811.25,2.75,29.83129,0
1491,24.35,42835.6,2.32,29.82177,0
1492,20.4,42856.0,3.52,29.8198,0
1493,10.35,42866.35,2.18,29.81139,0
1494,14.05,42880.4,3.57,29.80577,0
1495,19.95,42900.35,3.37,29.80088,0
1496,21.6,42921.95,2.67,29.79784,0
1497,23.15,42945.1,2.3,29.80544,0
1498,26.85,42971.95,3.15,29.799,0
1499,9.65,42981.6,3.36,29.80191,0
1500,11.6,42993.2,2.93,29.79946,0
1501,21.85,43015.05,3.32,29.79725,0
1502,16.4,43031.45,2.81,29.79344,0
1503,11.95,43043.4,3.55,29.79194,0
1504,3.15,43046.55,2.06,29.80415,0
1505,13.1,43059.65,3.98,29.801,0
1506,5.4,43065.05,3.12,29.80004,0
1507,12.35,43077.4,2.85,29.79581,0
1508,10.85,43088.25,3.51,29.79577,0
1509,12.2,43100.45,2.43,29.79276,0
1510,16.5,43116.95,4.1,29.79208,0
1511,16.75,43133.7,2.81,29.79076,0
1512,7.1,43140.8,2.67,29.79167,0
1513,17.6,43158.4,2.58,29.78442,0
1514,12.25,43170.65,2.61,29.77545,0
1515,12.05,43182.7,3.13,29.77254,0
1516,12.45,43195.15,2.6,29.7736,0
1517,10.4,43205.55,2.57,29.7776,0
1518,21.5,43227.05,3.7,29.77789,0
1519,15.8,43242.85,3.13,29.77784,0
1520,14.9,43257.75,3.37,29.78139,0
1521,16.95,43274.7,3.45,29.77856,0
1522,9.3,43284.0,2.38,29.7757,0
1523,6.15,43290.15,2.38,29.77189,0
1524,13.0,43303.15,2.4,29.76784,0
1525,16.1,43319.25,3.01,29.7615,0
1526,8.4,43327.65,1.37,29.75687,0
1527,17.65,43345.3,3.04,29.75511,0
1528,15.5,43360.8,3.86,29.751,0
1529,4.8,43365.6,3.49,29.75065,0
1530,10.0,43375.6,3.14,29.74764,0
1531,6.35,43381.95,2.8,29.75464,0
1532,18.05,43400.0,2.52,29.75179,0
1533,31.7,43431.7,2.8,29.75094,0
1534,8.2,43439.9,2.25,29.7493,0
1535,13.7,43453.6,3.95,29.74986,0
1536,9.4,43463.0,2.71,29.75171,0
1537,15.4,43478.4,1.98,29.75228,0
1538,20.15,43498.55,3.45,29.74848,0
1539,8.8,43507.35,3.24,29.74754,0
1540,19.8,43527.15,2.54,29.74993,0
1541,5.15,43532.3,2.47,29.74877,0
1542,10.5,43542.8,3.06,29.74751,0
1543,16.9,43559.7,2.81,29.74688,0
1544,1.3,43561.0,2.21,29.74338,0
1545,7.4,43568.4,2.94,29.74022,0
1546,7.35,43575.75,1.56,29.73664,0
1547,21.25,43597.0,2.27,29.73792,0
1548,14.1,43611.1,3.31,29.73709,0
1549,12.5,43623.6,2.14,29.73592,0
1550,13.95,43637.55,3.32,29.73379,0
1551,6.3,43643.85,2.61,29.73131,0
1552,9.1,43652.95,2.94,29.72946,0
1553,14.15,43667.1,2.67,29.73236,0
1554,9.9,43677.0,2.68,29.72884,0
1555,19.3,43696.3,2.58,29.72451,0
1556,19.6,43715.9,2.74,29.71986,0
1557,12.45,43728.35,2.13,29.71369,0
1558,13.7,43742.05,3.19,29.71437,0
1559,7.75,43749.8,2.07,29.71437,0
1560,12.25,43762.05,3.46,29.70769,0
1561,24.9,43786.95,2.63,29.70498,0
1562,3.65,43790.6,2.39,29.70439,0
1563,19.0,43809.6,3.88,29.70017,0
1564,30.05,43839.65,2.72,29.69604,0
1565,17.75,43857.4,3.56,29.69777,0
1566,5.35,43862.75,3.18,29.69638,0
1567,18.45,43881.2,3.22,29.69205,0
1568,6.0,43887.2,2.82,29.68849,0
1569,27.6,43914.8,2.63,29.69783,0
1570,15.5,43930.3,2.1,29.69288,0
1571,15.6,43945.9,3.04,29.68952,0
1572,14.55,43960.45,3.87,29.68823,0
1573,15.4,43975.85,3.85,29.68766,0
1574,11.6,43987.45,3.41,29.68338,0
1575,38.2,44025.65,2.35,29.68716,0
1576,10.75,44036.4,2.18,29.68427,0
1577,20.2,44056.6,3.07,29.68493,0
1578,12.2,44068.8,3.17,29.68094,0
1579,19.5,44088.3,2.76,29.67488,0
1580,32.8,44121.1,3.22,29.67667,0
1581,6.55,44127.65,2.4,29.67715,0
1582,4.6,44132.25,2.0,29.67606,0
1583,8.95,44141.2,3.74,29.67447,0
1584,13.35,44154.55,3.81,29.67843,0
1585,23.05,44177.6,3.36,29.67865,0
1586,2.2,44179.8,2.96,29.67759,0
1587,12.05,44191.85,3.03,29.67755,0
1588,12.95,44204.8,3.46,29.67321,0
1589,5.55,44210.35,4.04,29.6724,0
1590,9.8,44220.15,2.67,29.67132,0
1591,23.15,44243.3,3.52,29.67621,0
1592,18.75,44262.05,3.15,29.67586,0
1593,16.85,44278.9,2.72,29.67902,0
1594,8.8,44287.7,3.64,29.67926,0
1595,18.55,44306.25,2.58,29.67737,0
1596,11.15,44317.4,2.82,29.67233,0
1597,5.85,44323.25,2.81,29.67067,0
1598,20.35,44343.6,3.11,29.66525,0
1599,9.3,44352.9,3.5,29.66365,0
1600,6.85,44359.75,3.7,29.66482,0
1601,10.15,44369.9,1.85,29.66116,0
1602,37.25,44407.15,2.23,29.66278,0
1603,16.45,44423.6,2.85,29.6676,0
1604,9.0,44432.6,3.11,29.66665,0
1605,17.3,44449.9,2.85,29.66733,0
1606,9.75,44459.65,3.59,29.67078,0
1607,23.85,44483.5,2.88,29.66541,0
1608,6.65,44490.15,2.6,29.66549,0
1609,2.45,44492.6,3.76,29.66348,0
1610,11.55,44504.15,2.68,29.66312,0
1611,13.9,44518.05,4.24,29.66105,0
1612,15.65,44533.7,2.29,29.6568,0
1613,19.75,44553.45,3.55,29.65694,0
1614,13.55,44567.0,4.13,29.65497,0
1615,27.1,44594.1,3.64,29.65091,0
1616,13.6,44607.7,3.23,29.64792,0
1617,18.65,44626.35,2.91,29.65006,0
1618,15.35,44641.7,3.02,29.64615,0
1619,14.65,44656.35,2.99,29.64623,0
1620,12.45,44668.8,2.31,29.64743,0
1621,5.45,44674.25,3.15,29.64549,0
1622,4.4,44678.65,4.05,29.64545,0
1623,1.85,44680.5,2.65,29.64591,0
1624,10.0,44690.5,2.22,29.64672,0
1625,16.2,44706.7,3.93,29.64554,0
1626,12.0,44718.7,2.85,29.64179,0
1627,13.55,44732.25,3.88,29.64096,0
1628,5.9,44738.15,2.36,29.63982,0
1629,4.6,44742.75,2.07,29.63958,0
1630,9.7,44752.45,2.7,29.64167,0
1631,8.8,44761.25,3.84,29.6413,0
1632,19.45,44780.7,3.86,29.64106,0
1633,7.4,44788.1,3.12,29.64063,0
1634,16.9,44805.0,3.19,29.63772,0
1635,4.4,44809.4,2.95,29.63836,0
1636,13.9,44823.3,4.48,29.63745,0
1637,3.5,44826.8,2.54,29.63497,0
1638,5.7,44832.5,2.55,29.63684,0
1639,4.55,44837.05,2.81,29.6355,0
1640,10.05,44847.1,2.62,29.63286,0
1641,18.45,44865.55,3.63,29.63408,0
1642,8.1,44873.65,1.7,29.63216,0
1643,27.65,44901.3,2.83,29.63717,0
1644,9.9,44911.2,3.18,29.63518,0
1645,5.75,44916.95,1.8,29.63436,0
1646,26.95,44943.9,2.71,29.63564,0
1647,22.15,44966.05,2.71,29.62788,0
1648,6.1,44972.15,2.11,29.62492,0
1649,15.75,44987.9,2.82,29.62194,0
1650,17.85,45005.75,2.22,29.62032,0
1651,12.35,45018.1,2.75,29.61725,0
1652,6.45,45024.55,2.03,29.61651,0
1653,10.55,45035.1,3.35,29.61435,0
1654,11.55,45046.65,3.08,29.6111,0
1655,18.55,45065.2,2.23,29.60964,0
1656,15.8,45081.0,1.92,29.60373,0
1657,14.5,45095.5,1.9,29.60072,0
1658,21.1,45116.6,3.17,29.59966,0
1659,5.25,45121.85,2.7,29.59923,0
1660,17.9,45139.75,2.07,29.59439,0
1661,17.9,45157.65,3.41,29.59528,0
1662,9.6,45167.25,2.05,29.59287,0
1663,17.55,45184.8,2.23,29.596,0
1664,15.0,45199.8,2.37,29.58997,0
1665,11.6,45211.4,2.33,29.58804,0
1666,11.4,45222.8,1.27,29.58972,0
1667,18.85,45241.65,2.58,29.58378,0
1668,10.45,45252.1,2.83,29.58123,0
1669,4.95,45257.05,2.26,29.57967,0
1670,16.95,45274.0,2.88,29.57876,0
1671,19.75,45293.75,3.31,29.57735,0
1672,19.8,45313.55,2.95,29.5783,0
1673,12.4,45325.95,3.38,29.57828,0
1674,8.25,45334.2,2.21,29.57708,0
1675,4.55,45338.75,2.2,29.57658,0
1676,13.45,45352.2,3.42,29.57459,0
1677,7.05,45359.25,2.05,29.57138,0
1678,6.5,45365.75,1.99,29.56632,0
1679,4.75,45370.5,2.64,29.56574,0
1680,13.2,45383.7,2.6,29.56295,0
1681,26.1,45409.8,2.99,29.55817,0
1682,5.5,45415.3,2.81,29.55678,0
1683,12.8,45428.1,1.86,29.55253,0
1684,9.8,45437.9,4.1,29.55383,0
1685,9.55,45447.45,3.21,29.55242,0
1686,32.65,45480.1,2.66,29.55261,0
1687,31.55,45511.65,3.17,29.55256,0
1688,8.9,45520.55,2.19,29.5538,0
1689,6.35,45526.9,2.45,29.55291,0
1690,6.6,45533.5,2.69,29.55303,0
1691,17.35,45550.85,2.71,29.54803,0
1692,14.75,45565.6,2.75,29.54635,0
1693,23.3,45588.9,2.69,29.54488,0
1694,30.95,45619.85,2.23,29.54207,0
1695,14.55,45634.4,2.86,29.53892,0
1696,13.6,45648.0,2.99,29.53541,0
1697,15.0,45663.0,3.57,29.5353,0
1698,23.1,45686.1,2.46,29.5368,0
1699,5.95,45692.05,2.54,29.53435,0
1700,8.0,45700.05,2.66,29.53301,0
1701,11.45,45711.5,3.16,29.53116,0
1702,6.4,45717.9,1.62,29.53229,0
1703,12.5,45730.4,3.13,29.53165,0
1704,10.2,45740.6,3.43,29.53097,0
1705,14.6,45755.2,2.98,29.52781,0
1706,6.65,45761.85,2.62,29.52289,0
1707,24.1,45785.95,3.53,29.52644,0
1708,19.7,45805.65,3.65,29.52766,0
1709,11.55,45817.2,3.79,29.53021,0
1710,5.15,45822.35,2.81,29.52849,0
1711,13.1,45835.45,3.0,29.52545,0
1712,8.25,45843.7,2.89,29.5226,0
1713,12.95,45856.65,2.9,29.51919,0
1714,15.2,45871.85,2.35,29.521,0
1715,26.95,45898.8,2.43,29.51773,0
1716,14.5,45913.3,2.93,29.5165,0
1717,3.9,45917.2,2.64,29.51468,0
1718,15.55,45932.75,2.47,29.5168,0
1719,9.75,45942.5,2.52,29.51499,0
1720,16.0,45958.5,3.52,29.51378,0
1721,21.15,45979.65,2.84,29.51267,0
1722,5.85,45985.5,3.61,29.51202,0
1723,29.55,46015.05,4.28,29.51056,0
1724,3.6,46018.65,2.24,29.50898,0
1725,15.8,46034.45,2.64,29.50466,0
1726,28.75,46063.2,3.37,29.50352,0
1727,12.35,46075.55,2.96,29.50357,0
1728,6.15,46081.7,2.12,29.50298,0
1729,9.25,46090.95,3.77,29.50167,0
1730,10.0,46100.95,3.42,29.50379,0
1731,14.3,46115.25,2.32,29.50406,0
1732,7.25,46122.5,2.53,29.50184,0
1733,9.9,46132.4,3.01,29.4989,0
1734,12.45,46144.85,2.48,29.49801,0
1735,1.7,46146.55,1.92,29.49583,0
1736,5.85,46152.4,2.23,29.4954,0
1737,13.55,46165.95,2.68,29.49327,0
1738,20.3,46186.25,3.4,29.49233,0
1739,13.6,46199.85,3.33,29.49412,0
1740,25.75,46225.6,2.63,29.48893,0
1741,19.6,46245.2,2.86,29.48631,0
1742,16.05,46261.25,3.55,29.48652,0
1743,8.9,46270.15,3.41,29.48525,0
1744,16.05,46286.2,2.47,29.48503,0
1745,5.15,46291.35,2.14,29.4847,0
1746,11.45,46302.8,3.32,29.48261,0
1747,18.8,46321.6,2.28,29.48246,0
1748,17.8,46339.4,2.62,29.48234,0
1749,9.1,46348.5,1.88,29.4783,0
1750,15.4,46363.9,3.42,29.48031,0
1751,18.1,46382.0,3.57,29.47674,0
1752,22.8,46404.8,3.67,29.47414,0
1753,15.85,46420.65,2.12,29.47202,0
1754,19.1,46439.75,3.3,29.4675,0
1755,13.85,46453.6,2.64,29.46621,0
1756,8.15,46461.75,2.1,29.46619,0
1757,6.35,46468.1,2.93,29.46398,0
1758,2.75,46470.85,2.4,29.46215,0
1759,8.0,46478.85,3.02,29.45994,0
1760,10.2,46489.05,3.41,29.45999,0
1761,12.3,46501.35,2.02,29.45828,0
1762,6.9,46508.25,2.42,29.45609,0
1763,10.6,46518.85,2.04,29.45414,0
1764,14.8,46533.65,3.01,29.45321,0
1765,6.6,46540.25,2.18,29.45215,0
1766,13.7,46553.95,2.83,29.4486,0
1767,6.4,46560.35,2.3,29.4466,0
1768,6.95,46567.3,3.07,29.44624,0
1769,14.45,46581.75,2.69,29.44403,0
1770,19.75,46601.5,3.29,29.44262,0
1771,33.25,46634.75,2.44,29.43879,0
1772,11.7,46646.45,2.86,29.43503,0
1773,9.7,46656.15,2.22,29.43318,0
1774,18.1,46674.25,2.9,29.42986,0
1775,20.0,46694.25,3.09,29.42627,0
1776,11.8,46706.05,2.78,29.42439,0
1777,13.35,46719.4,2.5,29.4196,0
1778,1.6,46721.0,2.26,29.41831,0
1779,5.8,46726.8,2.56,29.417,0
1780,2.75,46729.55,2.27,29.41635,0
1781,9.7,46739.25,2.82,29.41299,0
1782,8.8,46748.05,4.09,29.41194,0
1783,3.95,46752.0,2.42,29.41076,0
1784,3.35,46755.35,3.23,29.40995,0
1785,19.65,46775.0,2.08,29.41413,0
1786,10.2,46785.2,2.86,29.41425,0
1787,17.15,46802.35,3.2,29.41307,0
1788,11.25,46813.6,2.0,29.41052,0
1789,17.95,46831.55,3.16,29.4098,0
1790,11.05,46842.6,2.1,29.40662,0
1791,9.05,46851.65,2.3,29.40463,0
1792,13.0,46864.65,2.98,29.40268,0
1793,17.2,46881.85,2.63,29.40409,0
1794,21.0,46902.85,2.69,29.40329,0
1795,13.0,46915.85,3.1,29.40277,0
1796,18.4,46934.25,3.88,29.40019,0
1797,10.45,46944.7,2.99,29.39764,0
1798,17.1,46961.8,2.62,29.39418,0
1799,2.75,46964.55,2.63,29.39304,0
1800,8.15,46972.7,2.71,29.38943,0
1801,31.3,47004.0,3.04,29.38598,0
1802,7.8,47011.8,2.06,29.38456,0
1803,10.85,47022.65,2.84,29.38091,0
1804,21.5,47044.15,3.19,29.37943,0
1805,7.25,47051.4,2.71,29.37671,0
1806,17.2,47068.6,2.79,29.37236,0
1807,11.0,47079.6,2.91,29.36922,0
1808,21.2,47100.8,2.91,29.36834,0
1809,14.05,47114.85,2.25,29.37288,0
1810,11.85,47126.7,3.42,29.37164,0
1811,14.9,47141.6,2.74,29.3693,0
1812,13.9,47155.5,3.07,29.36832,0
1813,13.7,47169.2,3.63,29.36695,0
1814,19.35,47188.55,2.94,29.36557,0
1815,8.4,47196.95,2.98,29.36417,0
1816,7.85,47204.8,3.24,29.3631,0
1817,3.15,47207.95,2.67,29.36119,0
1818,17.65,47225.6,3.6,29.35944,0
1819,10.9,47236.5,2.6,29.35887,0
1820,5.0,47241.5,3.0,29.35779,0
1821,16.4,47257.9,2.41,29.35673,0
1822,11.8,47269.7,2.91,29.35281,0
1823,19.4,47289.1,2.68,29.34871,0
1824,13.45,47302.55,3.15,29.34835,0
1825,15.25,47317.8,2.79,29.34539,0
1826,17.45,47335.25,3.1,29.34398,0
1827,11.7,47346.95,3.03,29.34336,0
1828,6.35,47353.3,2.07,29.34061,0
1829,14.3,47367.6,2.93,29.33984,0
1830,13.4,47381.0,2.69,29.33945,0
1831,16.6,47397.6,3.03,29.3396,0
